bus,lat,lon,carrier,capacity_mw,sub_id,sub_name,eia_plant_code,eia_county,match_quality,county,load_zone,pv_region,wind_region
12920,31.86976,-97.01498,solar,250.0,705,ABBOTT,65303.0,Hill,matched_all,Hill,north,CenterEast,
12921,31.896737,-96.467327,solar,250.0,1203,WORTHAM,65631.0,Navarro,matched_all,Navarro,north,FarEast,
12923,29.388758,-94.947928,battery,250.0,1330,TEXAS CITY 3,64297.0,Galveston,matched_fuel,Galveston,houston,,
12924,30.960219,-97.12452,solar,250.0,856,BURLINGTON,66821.0,Milam,matched_all,Bell,south,CenterEast,
12925,31.029028,-96.934783,solar,250.0,477,ROSEBUD,66941.0,Milam,matched_all,Milam,south,FarEast,
12927,31.45,-96.86,solar,150.0,1331,RIESEL 4,67019.0,McLennan,matched_all,Falls,north,FarEast,
12928,31.45,-96.86,battery,100.0,1331,RIESEL 4,67019.0,McLennan,matched_all,Falls,north,,
12929,33.21732,-95.4621,solar,250.0,1194,DIKE,67424.0,Hopkins,matched_all,Hopkins,north,FarEast,
12930,27.32,-99.0,wind,249.7,238,BRUNI 2,60104.0,Webb,matched_all,Webb,south,,South
12931,27.5925,-97.500833,wind,249.0,250,CORPUS CHRISTI 16,59193.0,Nueces,matched_all,Nueces,south,,Coastal
12932,33.310446,-97.369773,solar,245.0,435,KRUM,65937.0,Denton,matched_all,Denton,north,CenterEast,
12933,29.723185,-95.128856,gas,78.0,955,HOUSTON 10,50304.0,Harris,matched_all,Harris,houston,,
12934,29.723185,-95.128856,gas,75.0,955,HOUSTON 10,50304.0,Harris,matched_all,Harris,houston,,
12936,28.896781,-95.865183,wind,243.0,1332,BAY CITY 1,62417.0,Matagorda,matched_fuel,Matagorda,south,,Coastal
12938,33.732181,-99.726392,wind,242.8,1333,TRUSCOTT 2,62765.0,Knox,matched_all,Knox,west,,West
12940,32.84879,-100.866458,wind,242.5,1334,SNYDER 6,63655.0,Scurry,matched_all,Scurry,west,,West
12941,32.3122,-100.5303,wind,241.0,175,ROSCOE 5,56337.0,Nolan,matched_all,Nolan,west,,West
12943,28.905346,-96.978078,solar,180.0,1335,VICTORIA 4,66563.0,Victoria,matched_location,Victoria,south,SouthEast,
12944,28.905346,-96.978078,battery,61.0,1335,VICTORIA 4,66563.0,Victoria,matched_location,Victoria,south,,
12946,34.380532,-100.099625,solar,240.0,1336,CHILDRESS 1,62249.0,Childress,matched_all,Childress,west,NorthWest,
12947,29.560311,-95.98036,solar,240.0,1038,FULSHEAR,63985.0,Fort Bend,matched_all,Fort Bend,houston,FarEast,
12949,29.806984,-97.07408,solar,240.0,1337,MULDOON 1,,,no match,Fayette,south,FarEast,
12950,31.468564,-96.794168,solar,240.0,573,MART,65998.0,Falls,matched_all,Falls,north,FarEast,
12952,31.045676,-96.858633,solar,240.0,1338,ROSEBUD 1,66941.0,Milam,matched_all,Milam,south,FarEast,
12954,33.599167,-95.525056,solar,240.0,1339,PARIS 4,66471.0,Lamar,matched_all,Lamar,north,FarEast,
12955,32.552083,-96.539931,battery,240.0,634,SEAGOVILLE,,,no match,Dallas,north,,
12956,26.376651,-97.993045,wind,239.8,251,EDCOUCH,62855.0,Willacy,matched_all,Hidalgo,south,,South
12957,28.2078,-97.522673,wind,239.6,263,SINTON,62783.0,Bee,matched_all,Bee,south,,South
12958,33.6968,-95.5577,gas,76.0,69,PARIS 2,50109.0,Lamar,matched_all,Lamar,north,,
12959,26.461461,-98.285881,wind,238.5,236,EDINBURG 3,,,no match,Hidalgo,south,,South
12960,26.649,-99.0387,wind,237.6,267,FALCON HEIGHTS 2,61865.0,Starr,matched_all,Starr,south,,South
12961,32.124519,-96.101277,gas,235.0,1243,TRINIDAD 1,3507.0,Henderson,matched_all,Henderson,north,,
12963,34.6675,-102.577778,wind,230.4,1340,FRIONA 1,59005.0,Parmer,matched_all,Parmer,west,,Panhandle
12964,34.102943,-99.118746,wind,230.0,93,ELECTRA,60338.0,Wilbarger,matched_all,Wilbarger,west,,West
12966,33.35,-99.54,wind,230.0,1341,WEINERT 1,60339.0,Haskell,matched_all,Haskell,west,,West
12967,29.45527,-96.088253,solar,230.0,1022,HUNGERFORD,65034.0,Wharton,matched_all,Wharton,south,FarEast,
12968,32.160767,-96.195272,solar,152.7,1193,TRINIDAD 2,,,no match,Navarro,north,FarEast,
12969,32.160767,-96.195272,battery,76.8,1193,TRINIDAD 2,,,no match,Navarro,north,,
12971,26.522222,-97.691111,wind,228.0,1342,RAYMONDVILLE 1,59066.0,Willacy,matched_all,Willacy,south,,Coastal
12973,29.358425,-95.746388,solar,227.5,1343,NEEDVILLE 1,62945.0,Fort Bend,matched_all,Fort Bend,houston,FarEast,
12975,28.974482,-95.993814,battery,226.8,1344,BAY CITY 2,66930.0,Matagorda,matched_fuel,Matagorda,south,,
12977,27.580489,-97.640077,wind,226.1,1345,BISHOP 1,58614.0,Nueces,matched_all,Nueces,south,,Coastal
12979,33.609313,-99.58229,wind,225.6,1346,E SEYMOUR 1,62411.0,Knox,matched_all,Knox,west,,West
12981,32.741383,-101.621793,solar,225.0,1347,GAIL 2,62845.0,Borden,matched_all,Borden,west,CenterWest,
12983,29.295201,-95.42685,solar,225.0,1348,BONNEY 1,65372.0,Brazoria,matched_location,Brazoria,houston,FarEast,
12985,30.936,-101.607,wind,223.9,1349,TBD 1,66540.0,Crockett,matched_all,Crockett,west,,West
12986,33.639193,-95.629049,battery,50.4,1350,PARIS 5,55097.0,Lamar,matched_location,Lamar,north,,
12987,33.639193,-95.629049,solar,171.7,1350,PARIS 5,55097.0,Lamar,matched_location,Lamar,north,FarEast,
12988,29.109147,-96.528761,solar,150.5,1068,GANADO,67284.0,Jackson,matched_all,Jackson,south,FarEast,
12989,29.109147,-96.528761,battery,70.5,1068,GANADO,67284.0,Jackson,matched_all,Jackson,south,,
12990,28.197778,-97.444953,wind,220.0,248,WOODSBORO,62416.0,Refugio,matched_all,Refugio,south,,Coastal
12992,27.553355,-97.675284,solar,145.0,1351,KINGSVILLE 1,58614.0,Nueces,matched_location,Kleberg,south,SouthEast,
12993,27.553355,-97.675284,battery,75.0,1351,KINGSVILLE 1,58614.0,Nueces,matched_location,Kleberg,south,,
12994,28.988761,-95.395417,gas,50.0,1352,FREEPORT 4,56152.0,Brazoria,matched_fuel,Brazoria,houston,,
12995,28.988761,-95.395417,gas,169.4,1352,FREEPORT 4,56152.0,Brazoria,matched_all,Brazoria,houston,,
12997,32.781168,-100.006455,solar,215.0,1353,HAMLIN 1,,,no match,Jones,west,CenterWest,
12998,32.273178,-101.422386,gas,70.0,40,BIG SPRING 6,52176.0,Howard,matched_all,Howard,west,,
13000,33.433264,-95.574442,solar,150.0,1354,DELTA 1,,,no match,Delta,north,FarEast,
13001,33.433264,-95.574442,battery,61.5,1354,DELTA 1,,,no match,Delta,north,,
13003,32.7,-101.741111,wind,211.2,1355,LAMESA 2,59332.0,Dawson,matched_all,Dawson,west,,West
13005,35.200164,-102.315517,wind,210.1,1356,VEGA 1,63030.0,Deaf Smith,matched_all,Oldham,west,,Panhandle
13007,30.967591,-97.165108,solar,210.0,1357,ROGERS 1,66821.0,Milam,matched_all,Bell,south,CenterEast,
13009,30.651189,-96.091337,solar,210.0,1358,LOLA 1,64672.0,Grimes,matched_location,Grimes,north,FarEast,
13011,27.03028,-99.388388,wind,209.4,1359,SAN YGNACIO 1,62207.0,Zapata,matched_all,Zapata,south,,South
13013,33.182414,-99.389888,wind,209.0,1360,THROCKMORTON 1,66323.0,Throckmorton,matched_all,Throckmorton,west,,West
13014,31.74325,-101.493407,wind,207.2,12,GARDEN CITY,59943.0,Glasscock,matched_all,Glasscock,west,,West
13015,29.87404,-95.018244,battery,206.0,1044,CROSBY,67738.0,Harris,matched_all,Harris,houston,,
13016,30.7217,-96.4608,gas,110.0,1250,BRYAN 1,6243.0,Brazos,matched_all,Brazos,north,,
13017,33.509722,-98.360833,wind,204.0,107,WINDTHORST,59034.0,Clay,matched_all,Clay,west,,West
13019,32.089488,-98.178531,solar,204.0,1361,STEPHENVILLE 1,,,no match,Erath,north,CenterEast,
13020,32.796921,-99.880885,solar,204.0,176,ANSON,64026.0,Jones,matched_all,Jones,west,CenterWest,
13021,32.783669,-99.720186,solar,204.0,159,LUEDERS,,,no match,Jones,west,CenterWest,
13023,31.186,-103.128,solar,203.8,1362,COYANOSA 1,64075.0,Pecos,matched_all,Pecos,west,FarWest,
13024,29.291845,-99.612368,solar,203.5,216,SABINAL,64258.0,Uvalde,matched_all,Uvalde,south,SouthEast,
13026,26.475278,-97.691111,wind,203.0,1363,SAN PERLITA 1,57802.0,Willacy,matched_all,Willacy,south,,Coastal
13028,31.191687,-102.317227,battery,203.0,1364,CRANE 1,66009.0,Crane,matched_all,Crane,west,,
13030,33.841272,-99.657805,wind,202.5,1365,CROWELL 1,,,no match,Foard,west,,West
13032,29.209729,-96.029597,wind,202.5,1366,LANE CITY 2,61875.0,Wharton,matched_location,Wharton,south,,South
13033,26.34892,-97.6668,wind,201.6,361,SEBASTIAN 1,57752.0,Cameron,matched_all,Willacy,south,,Coastal
13035,26.69842,-99.05745,wind,201.6,1367,FALCON 1,63101.0,Zapata,matched_all,Zapata,south,,South
13037,26.941667,-97.6425,wind,201.0,1368,ARMSTRONG 3,59063.0,Kenedy,matched_all,Kenedy,south,,Coastal
13039,34.49,-101.97,solar,201.0,1369,TULIA 2,,,no match,Swisher,west,NorthWest,
13040,29.137519,-95.667972,battery,200.9,1014,WEST COLUMBIA,62753.0,Brazoria,matched_fuel,Brazoria,houston,,
13042,33.719262,-99.023013,wind,102.0,1370,SEYMOUR 1,67601.0,Baylor,matched_all,Baylor,west,,West
13043,33.719262,-99.023013,wind,98.6,1370,SEYMOUR 1,67601.0,Baylor,matched_all,Baylor,west,,West
13044,29.350992,-100.562028,battery,40.4,1371,BRACKETTVILLE 4,66137.0,Kinney,matched_all,Kinney,south,,
13045,29.350992,-100.562028,solar,160.0,1371,BRACKETTVILLE 4,66137.0,Kinney,matched_all,Kinney,south,SouthEast,
13047,34.170488,-99.563436,wind,200.2,1372,CHILICOTHE 1,62566.0,Hardeman,matched_all,Hardeman,west,,West
13048,26.364153,-97.780439,wind,200.2,353,SANTA ROSA 2,62909.0,Willacy,matched_all,Willacy,south,,Coastal
13049,27.992706,-97.743983,wind,200.2,291,ODEM,64591.0,San Patricio,matched_all,San Patricio,south,,Coastal
13050,27.9958,-97.2967,wind,200.1,350,TAFT 1,57212.0,San Patricio,matched_all,San Patricio,south,,Coastal
13052,31.8225,-98.690556,wind,200.1,1373,COMANCHE 1,59442.0,Comanche,matched_all,Comanche,north,,North
13054,26.33072,-97.5857,wind,200.0,1374,SEBASTIAN 3,57751.0,Cameron,matched_all,Willacy,south,,Coastal
13056,34.311111,-101.251111,wind,200.0,1375,SILVERTON 1,58772.0,Briscoe,matched_all,Floyd,west,,Panhandle
13058,34.748056,-102.174444,wind,200.0,1376,HEREFORD 2,58773.0,Deaf Smith,matched_all,Deaf Smith,west,,Panhandle
13060,35.254184,-101.186622,wind,200.0,1377,GROOM 1,59068.0,Carson,matched_all,Carson,west,,Panhandle
13062,26.388611,-98.806111,wind,200.0,1378,RIO GRANDE CITY 1,59320.0,Starr,matched_all,Starr,south,,South
13064,26.380556,-98.818333,wind,200.0,1379,RIO GRANDE CITY 2,59321.0,Starr,matched_all,Starr,south,,South
13066,34.080556,-101.323611,wind,200.0,1380,FLOYDADA 2,59384.0,Floyd,matched_all,Floyd,west,,Panhandle
13068,27.44,-98.91,wind,200.0,1381,MIRANDO 1,60645.0,Webb,matched_all,Webb,south,,South
13070,31.684511,-98.603358,wind,200.0,1382,MULLIN 1,61212.0,Mills,matched_all,Mills,north,,North
13072,32.104125,-100.162375,solar,200.0,1383,WINGATE 1,61962.0,Nolan,matched_all,Nolan,west,CenterWest,
13074,31.517,-100.6,solar,200.0,1384,SAN ANGELO 4,62141.0,Tom Green,matched_all,Tom Green,west,CenterWest,
13076,26.523692,-98.745522,wind,200.0,1385,RIO GRANDE CITY 3,62258.0,Starr,matched_all,Starr,south,,South
13078,33.26102,-95.193426,solar,200.0,1386,CUNNINGHAM 3,63211.0,Franklin,matched_fuel,Franklin,north,FarEast,
13080,32.811041,-99.91749,solar,200.0,1387,ANSON 1,64026.0,Jones,matched_all,Jones,west,CenterWest,
13081,29.191,-95.663,solar,200.0,1048,DAMON,64447.0,Brazoria,matched_all,Brazoria,houston,FarEast,
13082,27.634677,-99.258329,solar,200.0,293,LAREDO 3,64538.0,Webb,matched_all,Webb,south,SouthEast,
13084,28.44208,-99.75582,solar,200.0,1388,CARRIZO SPRINGS 1,65333.0,Dimmit,matched_all,Dimmit,south,SouthEast,
13086,33.781077,-100.883227,battery,200.0,1389,AFTON 1,65489.0,Dickens,matched_all,Dickens,west,,
13088,30.992905,-102.289475,battery,200.0,1390,FORT STOCKTON 5,65490.0,Pecos,matched_all,Pecos,west,,
13090,33.889462,-101.80158,battery,200.0,1391,ABERNATHY 1,65491.0,Hale,matched_all,Hale,west,,
13092,33.32056,-100.981664,solar,200.0,1392,SPUR 2,65660.0,Kent,matched_all,Kent,west,NorthWest,
13094,26.652863,-98.014871,battery,200.0,1393,SEGUIN 3,,,no match,Hidalgo,south,,
13096,29.150279,-95.651179,battery,200.0,1394,WEST COLUMBIA 1,62753.0,Brazoria,matched_fuel,Brazoria,houston,,
13098,29.063305,-95.735431,battery,200.0,1395,SWEENY 1,64321.0,Brazoria,matched_fuel,Brazoria,houston,,
13100,29.1779,-95.7612,solar,200.0,1396,DAMON 1,66046.0,Brazoria,matched_all,Brazoria,houston,FarEast,
13102,29.39,-95.78,solar,200.0,1397,RICHMOND 3,66262.0,Fort Bend,matched_all,Fort Bend,houston,FarEast,
13103,31.09828,-96.66368,battery,200.0,1211,CALVERT,7030.0,Robertson,matched_location,Robertson,north,,
13105,28.947973,-99.067186,solar,200.0,1398,PEARSALL 1,65308.0,Frio,matched_all,Frio,south,SouthEast,
13107,30.996511,-97.001505,solar,200.0,1399,BURLINGTON 1,66859.0,Milam,matched_all,Milam,south,FarEast,
13109,26.45,-98.48,battery,200.0,1400,EDINBURG 4,67236.0,Hidalgo,matched_all,Hidalgo,south,,
13110,29.620088,-98.334481,battery,200.0,824,SAN ANTONIO 3,67237.0,Comal,matched_all,Comal,south,,
13112,33.213466,-99.47612,wind,200.0,1401,HASKELL 2,66321.0,Haskell,matched_all,Haskell,west,,West
13113,29.484448,-95.621636,battery,200.0,981,SUGAR LAND 2,3470.0,Fort Bend,matched_location,Fort Bend,houston,,
13115,33.467803,-95.370856,solar,198.5,1402,DEPORT 1,63222.0,Lamar,matched_all,Lamar,north,FarEast,
13116,26.249888,-97.511842,wind,198.5,287,RIO HONDO,63624.0,Cameron,matched_all,Cameron,south,,Coastal
13118,31.39376,-98.35936,wind,196.8,1403,GOLDTHWAITE 3,65790.0,Mills,matched_all,Mills,north,,North
13120,31.727237,-101.582,wind,196.7,1404,ST. LAWRENCE 1,59972.0,Glasscock,matched_all,Glasscock,west,,West
13121,32.533273,-96.428985,solar,146.7,525,SCURRY,63892.0,Kaufman,matched_all,Kaufman,north,FarEast,
13123,28.68851,-96.509833,solar,196.3,1405,PORT LAVACA 1,65947.0,Calhoun,matched_all,Calhoun,south,SouthEast,
13125,35.295,-102.721111,wind,194.0,1406,ADRIAN 1,58775.0,Oldham,matched_all,Oldham,west,,Panhandle
13126,29.2567,-98.3825,gas,48.0,1407,ELMENDORF 1,3612.0,Bexar,matched_fuel,Bexar,south,,
13126,29.2567,-98.3825,gas,48.0,1407,ELMENDORF 1,3612.0,Bexar,matched_fuel,Bexar,south,,
13126,29.2567,-98.3825,gas,48.0,1407,ELMENDORF 1,3612.0,Bexar,matched_fuel,Bexar,south,,
13126,29.2567,-98.3825,gas,47.0,1407,ELMENDORF 1,3612.0,Bexar,matched_fuel,Bexar,south,,
13127,33.004305,-96.075913,battery,190.0,688,GREENVILLE 2,65410.0,Hunt,matched_all,Hunt,north,,
13128,26.195278,-97.466111,battery,24.0,1408,RIO HONDO 1,59118.0,Cameron,matched_fuel,Cameron,south,,
13129,26.195278,-97.466111,wind,165.0,1408,RIO HONDO 1,59118.0,Cameron,matched_all,Cameron,south,,Coastal
13130,31.995,-102.828333,wind,92.5,55,GOLDSMITH,56961.0,Ector,matched_all,Winkler,west,,West
13132,27.184652,-97.59818,wind,188.0,1409,SARITA 4,57927.0,Kenedy,matched_all,Kenedy,south,,Coastal
13134,33.268,-99.468,wind,184.0,1410,THROCKMORTON 2,66321.0,Haskell,matched_all,Throckmorton,west,,West
13136,34.072251,-99.264676,wind,183.8,1411,VERNON 3,62356.0,Wilbarger,matched_all,Wilbarger,west,,West
13138,30.995503,-102.223537,solar,182.0,1412,FORT STOCKTON 6,61368.0,Pecos,matched_all,Pecos,west,FarWest,
13139,35.442778,-101.372778,wind,181.7,136,PANHANDLE 1,58720.0,Carson,matched_all,Carson,west,,Panhandle
13141,31.255,-102.272,solar,180.0,1413,MCCARNEY 1,60123.0,Upton,matched_all,Upton,west,FarWest,
13143,31.242177,-99.421266,wind,180.0,1414,BRADY 1,61032.0,McCulloch,matched_all,McCulloch,south,,South
13145,31.719983,-104.442292,solar,180.0,1415,VAN HORN 2,63329.0,Culberson,matched_all,Culberson,west,FarWest,
13146,33.54915,-97.32958,wind,175.3,82,LINDSAY,62715.0,Cooke,matched_all,Cooke,north,,North
13148,30.885123,-102.42261,battery,175.0,1416,FORT STOCKTON 7,65492.0,Pecos,matched_all,Pecos,west,,
13150,35.18172,-100.934408,wind,174.0,1417,CLARENDON 1,60657.0,Donley,matched_all,Donley,west,,Panhandle
13151,29.281605,-95.295533,battery,174.0,1136,DANBURY,67083.0,Brazoria,matched_all,Brazoria,houston,,
13152,29.378164,-94.92195,gas,34.0,1418,TEXAS CITY 4,52132.0,Galveston,matched_fuel,Galveston,houston,,
13153,29.378164,-94.92195,gas,69.0,1418,TEXAS CITY 4,52132.0,Galveston,matched_all,Galveston,houston,,
13154,29.378164,-94.92195,gas,69.0,1418,TEXAS CITY 4,52132.0,Galveston,matched_all,Galveston,houston,,
13156,31.157269,-101.831603,wind,171.8,1419,RANKIN 2,65335.0,Upton,matched_all,Upton,west,,West
13158,32.1981,-100.2686,wind,169.5,1420,BLACKWELL 1,56774.0,Nolan,matched_all,Nolan,west,,West
13160,35.259819,-102.06431,wind,167.8,1421,AMARILLO 1,,,no match,Potter,west,,Panhandle
13162,34.378546,-102.053717,wind,166.4,1422,CASTRO 1,,,no match,Castro,west,,Panhandle
13164,29.0919,-96.09,wind,163.2,1423,EL CAMPO 3,66157.0,Wharton,matched_location,Wharton,south,,South
13166,34.769544,-102.052422,wind,163.0,1424,HAPPY 1,60856.0,Randall,matched_all,Randall,west,,Panhandle
13168,27.954976,-97.300202,wind,162.9,1425,TAFT 3,61776.0,San Patricio,matched_all,San Patricio,south,,Coastal
13170,31.754037,-101.67516,wind,162.1,1426,GARDEN CITY 1,,,no match,Glasscock,west,,West
13172,35.276944,-102.682778,wind,161.0,1427,ADRIAN 2,58774.0,Oldham,matched_all,Oldham,west,,Panhandle
13173,31.694792,-97.374883,solar,161.0,649,CHINA SPRING,67580.0,Bosque,matched_all,McLennan,north,CenterEast,
13175,32.386,-102.949,wind,160.7,1428,ANDREWS 4,62630.0,Andrews,matched_all,Andrews,west,,West
13177,29.694838,-95.040622,gas,80.0,1429,LA PORTE 1,7325.0,Harris,matched_all,Harris,houston,,
13178,29.694838,-95.040622,gas,80.0,1429,LA PORTE 1,7325.0,Harris,matched_all,Harris,houston,,
13180,31.360331,-99.551356,wind,160.0,1430,BRADY 2,60743.0,McCulloch,matched_all,McCulloch,south,,South
13182,30.904629,-102.915916,battery,160.0,1431,FORT STOCKTON 8,66336.0,Pecos,matched_fuel,Pecos,west,,
13184,31.214,-100.255,solar,159.8,1432,SAN ANGELO 5,65793.0,Tom Green,matched_all,Tom Green,west,CenterWest,
13185,32.875073,-101.208955,wind,158.0,21,COAHOMA,61417.0,Borden,matched_all,Borden,west,,West
13187,30.960209,-103.306662,solar,157.5,1433,FORT STOCKTON 9,59994.0,Pecos,matched_all,Pecos,west,FarWest,
13188,32.116002,-97.343521,solar,104.0,472,RIO VISTA,63180.0,Bosque,matched_fuel,Hill,north,CenterEast,
13190,30.57552,-102.551292,solar,154.0,1434,FT. STOCKTON 1,60044.0,Pecos,matched_all,Pecos,west,FarWest,
13192,32.635105,-98.677196,wind,152.0,1435,STEPHENS 1,,,no match,Stephens,west,,North
13193,32.428686,-99.159114,wind,151.5,440,BAIRD,67425.0,Eastland,matched_all,Callahan,west,,West
13195,34.070333,-101.187628,wind,151.2,1436,FLOYDADA 3,60366.0,Floyd,matched_all,Floyd,west,,Panhandle
13196,28.8433,-95.8631,wind,151.2,1061,BAY CITY,62417.0,Matagorda,matched_all,Matagorda,south,,Coastal
13197,33.752201,-100.967402,wind,150.0,92,CROSBYTON,56773.0,Dickens,matched_all,Dickens,west,,Panhandle
13199,31.085435,-100.67882,wind,150.0,1437,CHRISTOVAL 1,57153.0,Tom Green,matched_all,Schleicher,west,,West
13201,35.205278,-101.434167,wind,150.0,1438,PANHANDLE 7,58681.0,Carson,matched_all,Carson,west,,Panhandle
13203,33.628222,-99.411169,wind,150.0,1439,SEYMOUR 2,59732.0,Baylor,matched_all,Baylor,west,,West
13205,33.645964,-99.532944,wind,150.0,1440,SEYMOUR 3,59733.0,Knox,matched_all,Knox,west,,West
13206,34.432267,-101.237233,wind,150.0,74,SILVERTON,59734.0,Briscoe,matched_all,Briscoe,west,,Panhandle
13208,34.668882,-102.351727,wind,150.0,1441,HART 1,,,no match,Castro,west,,Panhandle
13210,33.8093,-101.342405,wind,150.0,1442,CROSBY 1,,,no match,Crosby,west,,Panhandle
13212,31.241808,-102.29027,solar,150.0,1443,MCCAMEY 3,60581.0,Upton,matched_all,Upton,west,FarWest,
13213,31.703258,-102.701206,solar,150.0,1253,IND W TWFV 2,62933.0,Ector,matched_all,Ector,west,FarWest,
13215,31.254361,-102.31165,solar,150.0,1444,CRANE 2,63519.0,Crane,matched_all,Crane,west,FarWest,
13217,30.010255,-94.486313,solar,150.0,1445,LIBERTY 1,,,no match,Liberty,non_ercot,FarEast,
13219,31.233457,-102.308519,battery,150.0,1446,MCCAMEY 4,66170.0,Crane,matched_all,Crane,west,,
13221,33.00659,-99.60541,battery,150.0,1447,MCCARNEY 2,63905.0,Haskell,matched_fuel,Haskell,west,,
13223,33.01659,-99.60541,battery,150.0,1448,HASKELL 3,63905.0,Haskell,matched_fuel,Haskell,west,,
13225,28.430335,-97.452375,battery,150.0,1449,GOLIAD 1,,,no match,Goliad,south,,
13227,28.440335,-97.452375,battery,150.0,1450,GOLIAD 2,,,no match,Goliad,south,,
13229,27.577207,-99.276018,battery,150.0,1451,LAREDO 8,66616.0,Webb,matched_all,Webb,south,,
13231,32.72233,-101.638499,battery,150.0,1452,GAIL 3,66804.0,Borden,matched_all,Borden,west,,
13233,29.227753,-95.428061,battery,150.0,1453,ANGLETON 2,64295.0,Brazoria,matched_fuel,Brazoria,houston,,
13235,29.023637,-96.220536,battery,150.0,1454,EL CAMPO 4,,,no match,Wharton,south,,
13236,32.452281,-97.072628,battery,150.0,499,VENUS,63797.0,Ellis,matched_location,Ellis,north,,
13238,33.457356,-97.289614,solar,150.0,1455,GAINSVILLE 1,,,no match,Cooke,north,CenterEast,
13240,29.72753,-100.79431,wind,149.3,1456,DEL RIO 1,60217.0,Val Verde,matched_all,Val Verde,west,,West
13242,31.112474,-100.028142,wind,148.4,1457,EDEN 1,61001.0,Concho,matched_all,Concho,west,,West
13244,32.308524,-99.164198,wind,148.0,1458,CISCO 2,64544.0,Callahan,matched_all,Callahan,west,,West
13245,32.18398,-97.07141,solar,145.0,622,ITASCA,66324.0,Hill,matched_all,Hill,north,CenterEast,
13246,32.290833,-100.4219,wind,144.0,217,SWEETWATER 2,56311.0,Nolan,matched_all,Nolan,west,,West
13248,26.288889,-97.496389,wind,142.6,1459,RIO HONDO 2,61773.0,Cameron,matched_all,Cameron,south,,Coastal
13249,31.7983,-101.9043,wind,140.0,1260,IND W TWFV 9,66531.0,Midland,matched_all,Midland,west,,West
13250,26.523359,-99.017108,solar,136.0,307,ROMA,65975.0,Starr,matched_all,Starr,south,SouthEast,
13251,26.090103,-97.798453,solar,135.0,249,MERCEDES,65661.0,Cameron,matched_all,Cameron,south,SouthEast,
13252,32.23256,-96.706121,solar,134.7,419,BARDWELL,63764.0,Ellis,matched_all,Ellis,north,CenterEast,
13253,29.753517,-94.997277,gas,31.0,1460,BAYTOWN 5,10436.0,Harris,matched_all,Harris,houston,,
13253,29.753517,-94.997277,gas,31.0,1460,BAYTOWN 5,10436.0,Harris,matched_all,Harris,houston,,
13253,29.753517,-94.997277,gas,18.0,1460,BAYTOWN 5,10436.0,Harris,matched_fuel,Harris,houston,,
13253,29.753517,-94.997277,gas,18.0,1460,BAYTOWN 5,10436.0,Harris,matched_fuel,Harris,houston,,
13253,29.753517,-94.997277,gas,18.0,1460,BAYTOWN 5,10436.0,Harris,matched_fuel,Harris,houston,,
13253,29.753517,-94.997277,gas,18.0,1460,BAYTOWN 5,10436.0,Harris,matched_fuel,Harris,houston,,
13254,30.009659,-95.040827,solar,67.2,1123,HUFFMAN,,,no match,Harris,houston,FarEast,
13255,30.009659,-95.040827,battery,65.0,1123,HUFFMAN,,,no match,Harris,houston,,
13257,27.918286,-97.98045,solar,131.0,1461,JIM WELLS 1,,,no match,Jim Wells,south,SouthEast,
13258,32.7204,-100.9952,wind,130.5,223,SNYDER 2,56506.0,Scurry,matched_all,Scurry,west,,West
13260,28.883196,-99.178605,solar,130.0,1462,PEARSALL 2,64204.0,Frio,matched_all,Frio,south,SouthEast,
13261,32.067483,-96.585136,solar,127.0,493,CORSICANA 2,63769.0,Navarro,matched_all,Navarro,north,FarEast,
13262,32.3983,-100.6481,wind,126.5,219,ROSCOE 3,56592.0,Nolan,matched_all,Nolan,west,,West
13263,33.703851,-97.372009,wind,125.0,130,MUENSTER 2,60502.0,Cooke,matched_all,Cooke,north,,North
13264,31.534768,-100.113803,solar,125.0,186,MILES,,,no match,Tom Green,west,CenterWest,
13265,30.228276,-97.618833,battery,125.0,726,AUSTIN 6,67860.0,Travis,matched_all,Travis,south,,
13267,33.210732,-97.418986,battery,125.0,1463,DECATUR 1,67861.0,Wise,matched_all,Wise,north,,
13269,33.404486,-96.082472,solar,123.6,1464,WOLFE CITY 1,62772.0,Fannin,matched_all,Fannin,north,FarEast,
13270,33.5211,-101.7906,gas,42.0,1465,LUBBOCK 1,3602.0,Lubbock,matched_fuel,Lubbock,west,,
13270,33.5211,-101.7906,gas,46.0,1465,LUBBOCK 1,3602.0,Lubbock,matched_fuel,Lubbock,west,,
13270,33.5211,-101.7906,gas,16.0,1465,LUBBOCK 1,3602.0,Lubbock,matched_all,Lubbock,west,,
13270,33.5211,-101.7906,gas,16.0,1465,LUBBOCK 1,3602.0,Lubbock,matched_all,Lubbock,west,,
13272,29.242304,-95.658144,solar,120.0,1466,DAMON 2,63273.0,Brazoria,matched_all,Brazoria,houston,FarEast,
13273,33.030354,-96.357203,battery,120.0,531,NEVADA,67739.0,Collin,matched_all,Collin,north,,
13275,31.000883,-102.281744,solar,118.5,1467,MCCAMEY 5,60436.0,Pecos,matched_all,Pecos,west,FarWest,
13276,29.647267,-95.451516,gas,117.0,1041,HOUSTON 63,60468.0,Harris,matched_all,Harris,houston,,
13278,30.993056,-102.270833,solar,116.0,1468,FORT STOCKTON 10,59206.0,Pecos,matched_all,Pecos,west,FarWest,
13279,31.9361,-101.2983,wind,115.5,49,BIG SPRING 2,56921.0,Glasscock,matched_all,Glasscock,west,,West
